,ViolentCrimesPerPop,PctPopUnderPov,medIncome,racepctblack,state,communityname,fold,population,householdsize,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
828,1.0,0.45,0.18,1.0,42,1783.0,5,0.02,0.17,0.18,0.03,0.01,0.27,0.41,0.23,0.53,0.03,1.0,0.43,0.12,0.38,0.51,0.56,0.57,0.21,0.27,0.36,0.27,0.11,0.7,0.39,0.31,0.03,0.18,0.32,0.36,0.58,0.4,0.18,0.78,0.29,0.52,0.7,0.65,0.73,0.76,0.35,0.12,0.18,0.32,0.18,0.42,0.45,0.03,0.66,0.0,0.5,0.39,0.32,0.33,0.07,0.05,0.04,0.03,0.94,0.04,0.2,0.13,0.19,0.34,0.15,0.32,0.05,0.7,0.0,0.08,0.43,0.27,0.59,0.59,0.04,0.13,0.56,0.05,0.04,0.06,0.24,0.25,0.26,0.25,0.53,0.41,0.47,0.0,0.0,0.06,0.86,0.6,0.87,0.82,0.0,0.77,1.0,0.0
829,0.35,0.34,0.26,0.02,6,1629.0,5,0.05,0.55,0.74,0.27,0.39,0.44,0.53,0.34,0.38,0.0,0.0,0.55,0.56,0.36,0.43,0.66,0.35,0.26,0.23,0.25,0.25,0.21,0.24,0.2,0.26,0.05,0.55,0.53,0.26,0.58,0.41,0.47,0.42,0.57,0.33,0.45,0.39,0.56,0.53,0.6,0.61,0.61,0.71,0.58,0.41,0.37,0.02,0.22,0.05,0.33,0.38,0.43,0.48,0.43,0.44,0.46,0.46,0.49,0.53,0.4,0.37,0.58,0.57,0.59,0.39,0.48,0.56,0.0,0.04,0.83,0.41,0.28,0.19,0.77,0.17,0.23,0.29,0.29,0.28,0.35,0.35,0.37,0.33,0.57,0.58,0.25,0.05,0.0,0.56,0.57,0.31,0.52,0.74,0.03,0.37,0.03,0.0
830,0.08,0.21,0.25,0.02,12,1284.0,5,0.04,0.29,0.97,0.05,0.03,0.26,0.3,0.18,0.81,0.06,1.0,0.28,0.27,0.54,0.78,0.13,0.88,0.25,0.28,0.27,0.41,0.19,0.12,0.35,0.43,0.03,0.18,0.34,0.23,0.25,0.36,0.15,0.38,0.23,0.37,0.48,0.21,0.49,0.5,0.23,0.7,0.7,0.81,0.53,0.65,0.77,0.01,0.07,0.01,0.06,0.1,0.12,0.15,0.02,0.03,0.04,0.04,0.88,0.04,0.07,0.08,0.32,0.29,0.38,0.75,0.07,0.64,0.0,0.11,0.49,0.77,0.04,0.22,0.88,0.13,0.15,0.18,0.16,0.14,0.41,0.39,0.41,0.44,0.63,0.65,0.24,0.0,0.0,0.16,0.13,0.36,0.42,0.22,0.06,0.15,0.03,0.0
831,0.03,0.03,0.56,0.03,9,1085.0,5,0.03,0.41,0.95,0.08,0.04,0.3,0.38,0.24,0.58,0.05,1.0,0.65,0.11,0.74,0.57,0.12,0.7,0.54,0.5,0.48,0.52,0.14,0.36,0.62,0.6,0.0,0.3,0.33,0.4,0.16,0.63,0.34,0.43,0.22,0.53,0.32,0.39,0.35,0.35,0.41,0.78,0.8,0.89,0.66,0.73,0.83,0.0,0.07,0.02,0.11,0.13,0.21,0.22,0.09,0.09,0.13,0.12,0.7,0.16,0.13,0.13,0.44,0.45,0.28,0.82,0.04,0.45,0.5,0.02,0.89,0.79,0.02,0.46,0.52,0.01,0.11,0.44,0.42,0.38,0.63,0.64,0.67,0.65,0.4,0.47,0.37,0.0,0.0,0.32,0.68,0.76,0.89,0.81,0.04,0.18,0.08,0.0
832,0.02,0.13,0.4,0.0,44,1611.0,5,0.01,0.46,0.99,0.02,0.02,0.37,0.4,0.28,0.49,0.01,0.6,0.49,0.57,0.6,0.6,0.28,0.74,0.4,0.37,0.36,0.0,0.26,0.23,0,0.71,0.01,0.46,0.51,0.3,0.32,0.56,0.39,0.44,0.38,0.39,0.27,0.34,0.25,0.26,0.47,0.84,0.82,0.82,0.6,0.51,0.63,0.0,0.06,0.0,0.06,0.07,0.1,0.09,0.02,0.02,0.03,0.02,0.8,0.1,0.18,0.19,0.51,0.52,0.35,0.84,0.04,0.39,0.5,0.02,0.76,0.81,0.22,0.72,0.44,0.03,0.32,0.33,0.34,0.35,0.31,0.39,0.52,0.43,0.52,0.53,0.65,0.0,0.0,0.13,0.1,0.86,0.75,0.59,0.08,0.04,0.02,0.0
833,0.03,0.06,0.42,0.0,42,1465.0,5,0.03,0.43,0.99,0.04,0.01,0.28,0.35,0.21,0.54,0.05,1.0,0.57,0.07,0.74,0.59,0.11,0.67,0.4,0.37,0.36,0.58,0.18,0.34,0.37,0.75,0.01,0.2,0.29,0.33,0.19,0.52,0.31,0.49,0.27,0.48,0.18,0.3,0.16,0.18,0.42,0.89,0.9,0.91,0.87,0.49,0.5,0.0,0.03,0.01,0.33,0.3,0.28,0.28,0.06,0.05,0.04,0.04,0.91,0.02,0.13,0.15,0.47,0.48,0.25,0.89,0.02,0.26,0.5,0.01,0.96,0.86,0.14,0.43,0.4,0.02,0.13,0.15,0.13,0.13,0.31,0.31,0.3,0.33,0.23,0.37,0.49,0.0,0.0,0.07,0.96,0.91,0.97,0.9,0.03,0.23,0.34,0.0
834,0.11,0.09,0.44,0.01,12,1115.0,5,0.0,0.12,0.99,0.03,0.04,0.14,0.17,0.1,1.0,0.02,1.0,0.21,0.21,0.8,0.91,0.09,0.8,0.52,0.75,0.72,0.0,0.0,0.86,0.32,0.58,0.0,0.06,0.15,0.5,0.13,0.23,0.37,0.42,0.12,0.65,0.49,0.21,0.42,0.46,0.11,0.75,0.79,0.78,0.91,0.65,0.75,0.0,0.06,0.0,0.15,0.17,0.18,0.24,0.07,0.07,0.07,0.08,0.88,0.02,0.03,0.03,0.14,0.16,0.08,0.78,0.02,0.67,0.0,0.06,0.22,0.75,0.22,0.34,0.65,0.01,0.0,0.28,0.31,0.4,0.58,0.53,0.69,0.56,0.56,0.38,0.46,0.0,0.0,0.2,0.08,0.65,0.66,0.52,0.01,0.29,0.0,0.0
835,0.29,0.33,0.25,0.18,6,66.0,5,0.02,0.67,0.59,0.42,0.34,0.44,0.57,0.32,0.19,0.0,0.0,0.66,0.43,0.36,0.26,0.66,0.63,0.22,0.18,0.19,0.29,0.2,0.15,0.18,0.23,0.02,0.36,0.39,0.21,0.51,0.56,0.24,0.53,0.46,0.31,0.46,0.26,0.56,0.53,0.69,0.63,0.64,0.61,0.54,0.56,0.51,0.01,0.23,0.02,0.31,0.34,0.4,0.4,0.24,0.23,0.25,0.22,0.67,0.28,0.44,0.46,0.73,0.57,0.87,0.28,0.52,0.46,0.5,0.01,0.9,0.37,0.2,0.22,0.71,0.25,0.16,0.2,0.19,0.18,0.34,0.31,0.32,0.31,0.52,0.49,0.28,0.01,0.0,0.32,0.4,0.24,0.37,0.28,0.01,0.36,0.02,0.0
836,0.79,0.64,0.1,0.3,39,1547.0,5,0.02,0.34,0.75,0.04,0.02,0.41,0.4,0.32,0.74,0.03,1.0,0.01,0.13,0.39,0.81,0.94,0.7,0.15,0.21,0.21,0.18,0.07,1.0,0.37,0.65,0.05,0.43,0.54,0.2,0.8,0.04,0.49,0.66,0.5,0.38,0.52,0.45,0.49,0.53,0.36,0.37,0.43,0.43,0.38,0.17,0.05,0.02,0.4,0.01,0.19,0.15,0.23,0.24,0.05,0.03,0.05,0.04,0.87,0.05,0.18,0.16,0.29,0.34,0.26,0.52,0.04,0.5,0.5,0.05,0.58,0.5,0.75,0.85,0.19,0.34,0.64,0.05,0.05,0.07,0.04,0.08,0.1,0.09,0.58,0.11,0.37,0.01,0.0,0.1,0.7,0.67,0.78,0.68,0.02,0.23,0.06,0.0
837,0.13,0.17,0.57,0.01,6,1401.0,5,0.05,0.34,0.88,0.17,0.24,0.28,0.44,0.27,0.43,0.07,1.0,0.53,0.34,0.56,0.4,0.11,0.52,0.61,0.64,0.64,0.33,0.66,0.49,0.38,0.44,0.03,0.11,0.14,0.52,0.18,0.62,0.24,0.36,0.2,0.55,0.56,0.42,0.59,0.59,0.33,0.7,0.72,0.86,0.5,0.45,0.43,0.01,0.09,0.03,0.5,0.5,0.53,0.55,0.42,0.38,0.36,0.34,0.75,0.25,0.19,0.17,0.38,0.37,0.41,0.48,0.24,0.58,0.0,0.11,0.55,0.49,0.0,0.18,0.73,0.07,0.16,0.8,0.85,0.92,0.78,0.73,0.89,0.72,0.73,0.89,0.24,0.01,0.0,0.36,0.42,0.24,0.51,0.6,0.05,0.2,0.06,0.0
838,0.02,0.06,0.88,0.04,9,617.0,5,0.08,0.43,0.9,0.21,0.08,0.29,0.35,0.22,0.52,0.08,0.87,0.62,0.38,0.83,0.51,0.1,0.52,0.98,1.0,1.0,0.31,0.01,0.82,0.3,0.77,0.02,0.15,0.17,0.8,0.19,0.5,0.23,0.52,0.1,0.8,0.27,0.4,0.3,0.3,0.44,0.82,0.84,0.93,0.75,0.05,0.05,0.01,0.08,0.07,0.63,0.57,0.56,0.55,0.77,0.61,0.55,0.49,0.7,0.17,0.21,0.21,0.46,0.51,0.35,0.65,0.06,0.33,0.5,0.07,0.79,0.62,0.06,0.57,0.27,0.06,0.19,1.0,1.0,1.0,0.72,0.91,1.0,0.94,0.4,0.41,0.43,0.04,0.01,0.52,0.26,0.68,0.65,0.4,0.14,0.1,0.88,0.13
839,0.01,0.06,0.49,0.0,42,1703.0,5,0.0,0.58,0.99,0.04,0.01,0.37,0.41,0.22,0.27,0.01,0.28,0.8,0.7,0.75,0.35,0.07,0.28,0.44,0.34,0.32,0.44,0.2,0.38,0,0.74,0.0,0.3,0.38,0.3,0.09,0.77,0.68,0.29,0.59,0.36,0.23,0.22,0.19,0.21,0.55,0.92,0.93,0.95,0.87,0.52,0.67,0.0,0.06,0.0,0.24,0.27,0.22,0.23,0.02,0.02,0.02,0.02,0.94,0.01,0.2,0.23,0.63,0.62,0.57,0.83,0.04,0.2,0.5,0.0,0.93,0.83,0.14,0.48,0.73,0.05,0.35,0.25,0.23,0.23,0.31,0.33,0.37,0.37,0.22,0.41,0.17,0.0,0.0,0.04,0.88,0.64,0.77,0.8,0.06,0.05,0.02,0.0
840,0.23,0.19,0.4,0.11,48,962.0,5,0.15,0.53,0.81,0.16,0.16,0.42,0.54,0.29,0.13,0.16,1.0,0.83,0.28,0.37,0.18,0.18,0.22,0.39,0.31,0.31,0.31,0.22,0.3,0.31,0.37,0.07,0.18,0.31,0.28,0.27,0.77,0.31,0.28,0.31,0.39,0.53,0.27,0.67,0.64,0.56,0.68,0.68,0.72,0.59,0.73,0.73,0.03,0.14,0.03,0.25,0.38,0.46,0.54,0.08,0.11,0.12,0.13,0.84,0.08,0.23,0.24,0.58,0.64,0.47,0.59,0.22,0.38,0.5,0.18,0.65,0.56,0.4,0.5,0.79,0.23,0.09,0.13,0.13,0.12,0.36,0.33,0.37,0.34,0.37,0.46,0.36,0.0,0.01,0.13,0.7,0.41,0.75,0.78,0.12,0.2,0.07,0.58
841,1.0,0.5,0.23,0.42,6,1415.0,5,0.02,0.56,0.23,1.0,0.5,0.4,0.53,0.32,0.32,0.04,1.0,0.45,0.0,0.24,0.39,1.0,0.37,0.22,0.18,0.2,0.27,0.14,0.22,0.26,0.28,0.04,0.48,0.6,0.17,0.69,0.37,0.34,0.33,0.51,0.15,0.77,0.55,0.84,0.84,0.73,0.3,0.37,0.29,0.24,0.46,0.34,0.03,0.6,0.04,0.52,0.57,0.68,0.75,0.96,0.93,1.0,1.0,0.31,0.69,0.71,0.6,0.59,0.59,0.61,0.32,0.84,0.82,0.0,0.04,0.7,0.34,0.29,0.21,0.5,0.37,0.37,0.28,0.27,0.26,0.47,0.46,0.51,0.46,0.88,0.65,0.24,0.01,0.11,0.79,0.45,0.32,0.47,0.69,0.01,0.81,0.63,0.0
842,0.33,0.12,0.64,0.08,6,1080.0,5,0.04,0.7,0.52,0.98,0.42,0.42,0.54,0.32,0.14,0.06,1.0,0.87,0.37,0.5,0.22,0.33,0.38,0.56,0.4,0.42,0.41,0.22,0.34,0.37,0.42,0.02,0.27,0.36,0.33,0.31,0.75,0.66,0.21,0.47,0.36,0.44,0.45,0.49,0.48,0.72,0.73,0.68,0.75,0.74,0.5,0.54,0.01,0.17,0.05,0.3,0.4,0.47,0.52,0.44,0.52,0.55,0.56,0.48,0.33,0.55,0.56,0.77,0.7,0.84,0.65,0.44,0.31,0.5,0.01,0.95,0.68,0.0,0.05,0.65,0.05,0.25,0.61,0.6,0.56,0.77,0.74,0.87,0.74,0.69,0.68,0.17,0.02,0.0,0.62,0.51,0.54,0.6,0.74,0.04,0.23,0.19,0.0
843,0.58,0.35,0.25,0.18,18,637.0,5,0.12,0.42,0.77,0.02,0.22,0.41,0.48,0.28,0.48,0.13,1.0,0.43,0.14,0.42,0.61,0.39,0.65,0.27,0.22,0.23,0.21,0.11,0.28,0.27,0.3,0.1,0.35,0.53,0.13,0.59,0.37,0.61,0.27,0.65,0.21,0.61,0.45,0.55,0.6,0.55,0.5,0.5,0.51,0.57,0.25,0.27,0.06,0.33,0.02,0.1,0.15,0.17,0.19,0.03,0.04,0.04,0.04,0.79,0.09,0.36,0.31,0.46,0.51,0.38,0.6,0.17,0.58,0.0,0.09,0.81,0.57,0.49,0.45,0.21,0.37,0.16,0.08,0.06,0.05,0.18,0.21,0.24,0.23,0.36,0.12,0.47,0.08,0.06,0.13,0.6,0.73,0.81,0.65,0.06,0.31,0.25,0.22
844,0.18,0.24,0.24,0.02,12,1247.0,5,0.05,0.3,0.95,0.11,0.06,0.27,0.38,0.21,0.79,0.07,1.0,0.33,0.12,0.5,0.74,0.25,0.75,0.25,0.26,0.25,0.26,0.23,0.24,0.16,0.31,0.04,0.26,0.45,0.16,0.22,0.4,0.46,0.23,0.41,0.28,0.61,0.25,0.61,0.64,0.27,0.56,0.57,0.64,0.6,0.76,0.78,0.01,0.08,0.02,0.26,0.29,0.31,0.31,0.12,0.11,0.11,0.1,0.87,0.09,0.15,0.14,0.31,0.27,0.43,0.66,0.12,0.76,0.0,0.13,0.51,0.7,0.05,0.25,0.75,0.24,0.08,0.13,0.11,0.09,0.38,0.35,0.36,0.38,0.51,0.51,0.28,0.01,0.03,0.18,0.16,0.48,0.65,0.48,0.04,0.26,0.04,0.0
845,0.5,0.41,0.32,0.06,6,1392.0,5,0.16,0.76,0.31,0.5,0.94,0.49,0.6,0.39,0.24,0.17,1.0,0.66,0.33,0.3,0.35,0.57,0.45,0.28,0.21,0.3,0.3,0.2,0.29,0.19,0.24,0.15,0.81,0.66,0.19,0.74,0.5,0.2,0.25,0.41,0.23,0.47,0.49,0.62,0.57,0.87,0.56,0.54,0.58,0.55,0.54,0.49,0.09,0.4,0.19,0.31,0.42,0.51,0.54,0.57,0.68,0.75,0.73,0.17,1.0,0.91,0.86,0.8,0.71,0.86,0.27,1.0,0.66,0.0,0.06,0.88,0.33,0.08,0.15,0.65,0.24,0.42,0.42,0.41,0.38,0.51,0.49,0.57,0.48,0.6,0.65,0.15,0.04,0.2,0.79,0.48,0.37,0.67,0.69,0.05,0.49,0.13,0.86
846,0.4,0.46,0.16,0.31,37,828.0,5,0.01,0.3,0.75,0.02,0.01,0.38,0.41,0.28,0.6,0.0,0.0,0.43,0.18,0.27,0.63,0.44,0.31,0.2,0.23,0.26,0.15,0.15,0.18,0.25,0.19,0.02,0.64,0.74,0.17,0.29,0.48,1.0,0.25,1.0,0.24,0.68,0.36,0.66,0.7,0.33,0.36,0.36,0.34,0.41,0.79,0.75,0.01,0.4,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.01,0.01,0.98,0.01,0.12,0.12,0.32,0.31,0.37,0.54,0.09,0.53,0.5,0.02,0.75,0.56,0.15,0.42,0.46,0.62,0.44,0.06,0.06,0.08,0.1,0.14,0.14,0.15,0.44,0.35,0.4,0.01,0.0,0.01,0.87,0.69,0.83,0.84,0.04,0.09,0.01,0.0
847,0.34,0.4,0.29,0.02,35,504.0,5,0.04,0.54,0.65,0.02,0.3,0.44,0.46,0.24,0.27,0.0,0.0,0.64,0.4,0.39,0.35,0.3,0.32,0.28,0.24,0.28,0.15,0.11,0.26,0.26,0.28,0.05,0.19,0.34,0.28,0.46,0.51,0.07,0.38,0.35,0.43,0.56,0.28,0.55,0.58,0.61,0.65,0.68,0.54,0.72,0.41,0.38,0.02,0.29,0.0,0.18,0.2,0.17,0.41,0.02,0.02,0.02,0.03,0.71,0.09,0.4,0.39,0.59,0.58,0.57,0.58,0.33,0.42,0.5,0.06,0.65,0.58,0.18,0.59,0.67,0.52,0.05,0.12,0.12,0.13,0.23,0.22,0.25,0.23,0.36,0.38,0.29,0.01,0.0,0.04,0.39,0.5,0.66,0.52,0.07,0.12,0.01,0.0
848,0.05,0.14,0.37,0.01,39,624.0,5,0.02,0.44,0.99,0.02,0.01,0.44,0.48,0.31,0.32,0.03,1.0,0.68,0.18,0.48,0.38,0.17,0.57,0.38,0.31,0.29,0.34,0.25,0.07,0.61,0.57,0.01,0.16,0.31,0.23,0.15,0.67,0.28,0.38,0.45,0.36,0.46,0.28,0.58,0.55,0.44,0.69,0.71,0.85,0.55,0.66,0.71,0.0,0.1,0.0,0.2,0.15,0.3,0.25,0.01,0.01,0.01,0.01,0.98,0.02,0.12,0.13,0.47,0.52,0.38,0.64,0.05,0.37,0.5,0.01,0.87,0.6,0.05,0.16,0.6,0.15,0.14,0.17,0.15,0.14,0.33,0.31,0.31,0.32,0.36,0.42,0.31,0.0,0.0,0.02,0.83,0.47,0.77,0.78,0.03,0.16,0.09,0.0
849,0.04,0.02,1.0,0.01,6,867.0,5,0.03,0.45,0.84,0.62,0.05,0.26,0.2,0.12,0.63,0.04,1.0,0.58,0.29,1.0,0.53,0.12,0.67,1.0,1.0,1.0,0.24,1.0,0.64,0.66,0.84,0.0,0.03,0.04,0.98,0.12,0.55,0.69,0.62,0.02,1.0,0.22,0.25,0.3,0.27,0.36,0.94,0.94,0.87,0.79,0.53,0.49,0.0,0.01,0.02,0.17,0.2,0.27,0.27,0.16,0.16,0.2,0.18,0.74,0.06,0.11,0.13,0.47,0.47,0.36,0.9,0.05,0.15,0.5,0.01,0.92,0.89,0.06,0.3,0.4,0.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.58,0.18,0.0,0.0,0.39,0.41,0.83,0.77,0.81,0.02,0.34,0.08,0.0
850,0.06,0.68,0.29,0.06,6,374.0,5,0.06,0.4,0.69,0.81,0.14,0.92,1.0,1.0,0.16,0.07,1.0,0.76,0.33,0.72,0.13,0.14,0.28,0.49,0.35,0.38,0.26,0.13,0.23,0.27,0.33,0.1,0.07,0.05,1.0,0.32,0.53,0.05,1.0,0.09,0.82,0.25,1.0,0.37,0.33,0.35,0.64,0.7,0.8,0.57,0.49,0.57,0.01,0.11,0.04,0.54,0.53,0.6,0.63,0.53,0.45,0.47,0.45,0.69,0.08,0.12,0.1,0.38,0.42,0.41,0.24,0.25,0.59,0.0,0.02,0.96,0.26,0.13,0.14,0.71,0.05,0.05,0.48,0.5,0.5,0.53,0.52,0.62,0.49,1.0,0.5,0.14,0.0,0.0,0.41,0.5,0.12,0.02,0.55,0.02,0.46,0.19,0.0
851,0.04,0.07,0.57,0.02,9,341.0,5,0.0,0.5,0.98,0.01,0.02,0.34,0.44,0.26,0.24,0.0,0.0,0.76,0.58,0.62,0.33,0.11,0.4,0.56,0.43,0.42,0.37,0.05,0.17,0,0.47,0.0,0.13,0.21,0.44,0.23,0.77,0.39,0.54,0.2,0.48,0.35,0.39,0.3,0.33,0.5,0.87,0.85,0.87,0.73,0.66,0.72,0.0,0.06,0.0,0.1,0.09,0.15,0.22,0.03,0.02,0.03,0.05,0.92,0.01,0.18,0.19,0.55,0.57,0.34,0.88,0.05,0.33,0.5,0.01,0.74,0.85,0.5,0.9,0.4,0.06,0.67,0.37,0.37,0.36,0.38,0.48,0.62,0.53,0.49,0.63,0.26,0.0,0.0,0.12,0.69,0.68,0.57,0.84,0.11,0.02,0.05,0.0
852,0.05,0.48,0.15,0.01,42,1155.0,5,0.0,0.33,0.99,0.02,0.01,0.36,0.39,0.23,0.58,0.0,0.0,0.32,0.11,0.5,0.71,0.57,0.72,0.18,0.19,0.17,0.16,0.05,1.0,0,0.14,0.02,0.26,0.39,0.21,0.51,0.24,0.51,0.51,0.55,0.38,0.55,0.36,0.51,0.55,0.42,0.52,0.57,0.55,0.58,0.31,0.29,0.0,0.15,0.0,0.16,0.12,0.17,0.39,0.01,0.01,0.01,0.02,0.96,0.01,0.16,0.15,0.36,0.41,0.3,0.57,0.02,0.37,0.5,0.03,0.56,0.54,0.12,0.87,0.0,0.35,0.21,0.02,0.01,0.02,0.09,0.1,0.1,0.14,0.5,0.17,0.39,0.0,0.0,0.02,0.94,0.69,0.84,0.84,0.01,0.22,0.03,0.0
853,0.01,0.04,0.54,0.01,39,1231.0,5,0.0,0.42,0.97,0.05,0.02,0.41,0.39,0.22,0.36,0.02,1.0,0.57,0.15,0.74,0.44,0.09,0.57,0.59,0.55,0.53,0.54,0.04,0.23,1,1.0,0.0,0.09,0.14,0.65,0.21,0.59,0.43,0.64,0.21,0.73,0.23,0.26,0.3,0.28,0.52,0.9,0.93,0.96,0.86,0.55,0.47,0.0,0.04,0.0,0.1,0.14,0.28,0.29,0.01,0.02,0.03,0.03,0.96,0.01,0.14,0.15,0.46,0.6,0.12,0.77,0.02,0.36,0.5,0.01,0.84,0.66,0.0,0.34,0.67,0.03,0.07,0.22,0.21,0.25,0.27,0.31,0.31,0.32,0.27,0.39,0.33,0.0,0.0,0.05,0.73,0.52,0.44,0.66,0.01,0.22,0.08,0.0
854,0.31,0.8,0.15,0.01,48,648.0,5,0.06,0.71,0.7,0.02,1.0,0.58,0.54,0.36,0.42,0.08,1.0,0.45,0.45,0.31,0.53,0.66,0.39,0.14,0.14,0.15,0.15,0.14,0.26,0.17,0.23,0.13,0.93,0.72,0.22,0.65,0.3,0.26,0.53,0.4,0.4,0.33,0.42,0.46,0.42,0.81,0.6,0.55,0.66,0.58,0.5,0.41,0.03,0.21,0.05,0.29,0.3,0.35,0.4,0.28,0.26,0.27,0.28,0.0,0.72,0.77,0.74,0.73,0.72,0.73,0.49,0.74,0.64,0.0,0.13,0.43,0.5,0.53,0.31,0.6,0.86,0.6,0.05,0.05,0.07,0.1,0.17,0.2,0.17,0.46,0.32,0.37,0.01,0.01,0.41,0.66,0.6,0.71,0.75,0.08,0.15,0.01,0.0
855,0.62,0.58,0.14,0.86,24,223.0,5,0.0,0.32,0.31,0.02,0.01,0.36,0.42,0.28,0.6,0.0,0.0,0.34,0.08,0.28,0.64,0.66,0.52,0.18,0.2,0.27,0.21,0.16,0.21,0.17,0.15,0.02,0.66,0.69,0.14,0.48,0.35,0.76,0.36,0.77,0.23,0.74,0.55,0.68,0.74,0.35,0.03,0.03,0.12,0.0,0.66,0.69,0.03,1.0,0.0,0.32,0.38,0.49,0.41,0.01,0.01,0.02,0.01,0.91,0.07,0.18,0.15,0.31,0.27,0.38,0.27,0.11,0.65,0.0,0.03,0.59,0.31,0.46,0.7,0.29,0.88,0.06,0.1,0.1,0.11,0.08,0.12,0.14,0.16,0.37,0.33,0.61,0.0,0.0,0.01,0.88,0.67,0.86,0.84,0.02,0.15,0.03,0.0
856,0.2,0.45,0.28,0.05,4,510.0,5,0.06,0.71,0.69,0.09,0.28,0.92,0.92,0.89,0.1,0.0,0.0,0.83,0.33,0.42,0.16,0.16,0.27,0.31,0.22,0.24,0.17,0.09,0.23,0.27,0.31,0.06,0.16,0.2,0.53,0.45,0.55,0.12,0.61,0.29,0.42,0.41,0.83,0.42,0.42,0.58,0.58,0.59,0.63,0.53,0.64,0.66,0.02,0.32,0.01,0.73,0.73,0.77,0.73,0.21,0.19,0.18,0.16,0.71,0.12,0.32,0.28,0.54,0.61,0.5,0.39,0.39,0.58,0.0,0.1,0.51,0.38,0.06,0.36,0.75,0.45,0.2,0.2,0.19,0.2,0.35,0.35,0.39,0.34,0.63,0.44,0.28,0.01,0.0,0.12,0.37,0.19,0.19,0.31,0.18,0.06,0.04,0.0
857,0.6,0.62,0.17,0.91,37,1790.0,5,0.04,0.39,0.27,0.02,0.01,0.48,0.5,0.35,0.45,0.0,0.0,0.49,0.38,0.29,0.51,0.63,0.4,0.21,0.23,0.39,0.17,0.34,0.29,0.2,0.51,0.08,0.58,0.65,0.28,0.54,0.41,0.62,0.43,0.68,0.36,0.63,0.49,0.63,0.66,0.43,0.23,0.24,0.21,0.27,0.6,0.64,0.07,0.83,0.0,0.52,0.57,0.47,0.51,0.03,0.03,0.02,0.02,0.95,0.04,0.22,0.2,0.37,0.37,0.41,0.35,0.17,0.56,0.0,0.05,0.77,0.37,0.6,0.42,0.6,0.57,0.18,0.11,0.11,0.13,0.08,0.12,0.14,0.17,0.59,0.42,0.61,0.02,0.0,0.02,0.88,0.46,0.75,0.78,0.05,0.17,0.05,0.0
858,0.97,0.57,0.16,0.47,39,837.0,5,0.06,0.51,0.61,0.03,0.03,0.45,0.52,0.34,0.43,0.07,1.0,0.39,0.19,0.33,0.6,0.64,0.61,0.18,0.15,0.17,0.16,0.22,0.54,0.17,0.2,0.08,0.31,0.53,0.11,0.9,0.22,0.5,0.38,0.64,0.22,0.9,0.5,0.69,0.81,0.52,0.33,0.35,0.31,0.31,0.5,0.51,0.06,0.53,0.0,0.26,0.32,0.35,0.35,0.01,0.02,0.02,0.01,0.95,0.02,0.33,0.29,0.44,0.43,0.47,0.49,0.1,0.47,0.5,0.12,0.47,0.5,0.97,0.7,0.23,0.55,0.23,0.04,0.04,0.04,0.12,0.16,0.16,0.17,0.56,0.08,0.31,0.04,0.0,0.02,0.82,0.57,0.74,0.8,0.03,0.3,0.08,0.0
